id,x,y,label
2154,4.635,4.884,normal
2155,4.664,5.011,normal
2156,4.476,5.213,normal
2157,5.181,5.477,normal
2158,5.208,4.852,normal
2159,4.539,4.943,normal
2160,4.948,5.375,normal
2161,4.712,4.787,normal
2162,5.12,4.683,normal
2163,5.079,5.686,normal
2164,5.061,4.557,normal
2165,5.034,5.113,normal
2166,4.892,5.305,normal
2167,5.387,4.605,normal
2168,5.218,4.883,normal
2169,5.172,4.965,normal
2170,4.922,5.545,normal
2171,4.579,5.289,normal
2172,4.84,5.347,normal
2173,4.802,4.992,normal
2174,5.141,5.23,normal
2175,5.2,4.908,normal
2176,4.269,5.665,normal
2177,5.262,4.645,normal
2178,5.421,4.98,normal
2179,4.968,4.766,normal
2180,5.158,5.112,normal
2181,4.932,5.47,normal
2182,5.095,5.665,normal
2183,4.947,4.807,normal
2184,5.0,5.38,normal
2185,5.141,4.912,normal
2186,4.846,5.052,normal
2187,4.903,5.565,normal
2188,5.348,4.826,normal
2189,5.026,4.904,normal
2190,5.183,5.186,normal
2191,4.825,5.239,normal
2192,5.431,5.045,normal
2193,4.962,4.735,normal
2194,5.441,5.01,normal
2195,4.889,4.768,normal
2196,5.309,4.486,normal
2197,5.381,5.189,normal
2198,4.961,4.354,normal
2199,4.996,5.034,normal
2200,5.125,5.509,normal
2201,4.674,4.448,normal
2202,5.208,5.391,normal
2203,5.13,4.498,normal
2204,5.077,4.638,normal
2205,4.594,4.778,normal
2206,4.793,5.188,normal
2207,4.978,4.764,normal
2208,5.218,5.423,normal
2209,4.621,5.454,normal
2210,4.769,4.502,normal
2211,4.628,4.794,normal
2212,5.154,4.881,normal
2213,5.301,5.189,normal
2214,4.798,5.401,normal
2215,4.667,5.462,normal
2216,5.731,4.733,normal
2217,5.157,4.846,normal
2218,4.936,5.008,normal
2219,4.884,5.254,normal
2220,5.027,4.829,normal
2221,5.138,4.849,normal
2222,5.311,5.012,normal
2223,4.958,4.913,normal
2224,4.848,5.033,normal
2225,4.64,4.631,normal
2226,4.618,4.625,normal
2227,5.1,5.202,normal
2228,5.06,4.987,normal
2229,4.981,4.64,normal
2230,4.453,5.012,normal
2231,4.864,5.43,normal
2232,5.296,5.473,normal
2233,4.853,4.832,normal
2234,5.474,5.724,normal
2235,5.396,5.49,normal
2236,5.016,5.179,normal
2237,4.609,4.631,normal
2238,5.009,5.297,normal
2239,5.306,5.145,normal
2240,5.115,5.105,normal
2241,4.882,5.072,normal
2242,4.462,5.168,normal
2243,4.943,4.848,normal
2244,4.682,5.462,normal
2245,5.472,5.633,normal
2246,5.256,5.541,normal
2247,4.58,5.242,normal
2248,5.206,4.559,normal
2249,5.59,5.313,normal
2250,5.009,5.799,normal
2251,4.782,4.708,normal
2252,5.035,5.473,normal
2253,4.703,5.258,normal
2254,5.357,4.497,normal
2255,5.205,5.033,normal
2256,4.955,5.261,normal
2257,5.703,4.82,normal
2258,5.177,5.021,normal
2259,4.686,4.953,normal
2260,4.849,4.776,normal
2261,4.377,5.17,normal
2262,4.545,5.29,normal
2263,5.441,5.103,normal
2264,5.147,4.861,normal
2265,4.894,4.67,normal
2266,4.86,4.749,normal
2267,5.149,4.974,normal
2268,5.461,4.764,normal
2269,4.769,5.135,normal
2270,4.962,4.936,normal
2271,4.958,5.248,normal
2272,4.67,5.175,normal
2273,4.986,5.176,normal
2274,5.337,4.979,normal
2275,5.021,4.747,normal
2276,5.434,4.805,normal
2277,4.785,4.781,normal
2278,5.273,5.191,normal
2279,4.461,4.406,normal
2280,5.18,4.865,normal
2281,4.674,4.868,normal
2282,5.111,4.715,normal
2283,4.754,4.625,normal
2284,5.102,5.267,normal
2285,4.429,4.568,normal
2286,4.733,4.628,normal
2287,4.867,4.918,normal
2288,5.003,5.384,normal
2289,4.491,4.865,normal
2290,4.561,4.825,normal
2291,5.439,4.811,normal
2292,5.015,5.217,normal
2293,4.788,4.961,normal
2294,5.526,4.93,normal
2295,4.666,4.715,normal
2296,4.645,5.012,normal
2297,4.672,4.911,normal
2298,5.031,4.723,normal
2299,4.844,4.821,normal
2300,4.904,5.194,normal
2301,5.043,5.415,normal
2302,5.459,4.676,normal
2303,5.461,4.438,normal
2304,5.469,5.086,normal
2305,4.947,5.591,normal
2306,5.562,5.241,normal
2307,5.773,5.367,normal
2308,5.247,4.928,normal
2309,4.601,5.509,normal
2310,5.071,4.613,normal
2311,4.72,5.694,normal
2312,4.279,5.485,normal
2313,5.385,5.667,normal
2314,5.213,5.032,normal
2315,4.945,4.538,normal
2316,5.01,4.99,normal
2317,4.775,5.487,normal
2318,4.691,5.162,normal
2319,5.337,4.774,normal
2320,4.824,5.322,normal
2321,5.574,4.542,normal
2322,5.454,5.031,normal
2323,5.024,5.308,normal
2324,4.981,4.592,normal
2325,4.735,5.108,normal
2326,4.531,4.717,normal
2327,5.059,4.549,normal
2328,5.042,4.934,normal
2329,4.929,4.713,normal
2330,4.847,5.018,normal
2331,5.06,4.858,normal
2332,4.882,4.838,normal
2333,5.21,4.854,normal
2334,4.826,4.516,normal
2335,4.764,5.312,normal
2336,4.754,5.143,normal
2337,5.117,5.172,normal
2338,4.369,5.262,normal
2339,5.092,5.172,normal
2340,4.868,5.173,normal
2341,4.736,5.283,normal
2342,4.928,5.392,normal
2343,5.373,4.846,normal
2344,4.933,5.335,normal
2345,5.095,5.464,normal
2346,5.468,4.917,normal
2347,4.802,4.99,normal
2348,5.376,4.857,normal
2349,4.72,4.861,normal
2350,5.057,5.017,normal
2351,4.765,5.061,normal
2352,5.241,5.368,normal
2353,5.251,4.816,normal
2354,4.809,5.257,normal
2355,4.957,5.116,normal
2356,4.946,5.161,normal
2357,5.074,5.117,normal
2358,4.902,4.961,normal
2359,5.141,4.911,normal
2360,4.65,4.944,normal
2361,4.97,4.58,normal
2362,5.02,5.512,normal
2363,4.644,4.784,normal
2364,5.362,5.41,normal
2365,4.779,4.976,normal
2366,4.885,5.106,normal
2367,4.961,5.433,normal
2368,5.206,5.09,normal
2369,4.885,5.13,normal
2370,5.47,5.563,normal
2371,5.295,4.99,normal
2372,4.789,4.966,normal
2373,5.403,5.123,normal
2374,5.765,5.346,normal
2375,4.975,5.138,normal
2376,4.837,5.114,normal
2377,4.976,5.232,normal
2378,5.124,5.091,normal
2379,5.134,4.74,normal
2380,5.074,5.018,normal
2381,4.779,4.923,normal
2382,4.894,4.689,normal
2383,4.879,4.833,normal
2384,4.429,5.012,normal
2385,4.544,4.672,normal
2386,5.569,4.851,normal
2387,5.265,4.645,normal
2388,5.306,4.956,normal
2389,5.29,5.038,normal
2390,4.984,4.798,normal
2391,5.413,4.893,normal
2392,4.909,4.423,normal
2393,4.621,5.047,normal
2394,5.13,4.961,normal
2395,4.769,4.641,normal
2396,5.271,4.603,normal
2397,5.615,4.728,normal
2398,5.247,5.113,normal
2399,4.671,4.843,normal
2400,4.905,4.667,normal
2401,5.688,4.743,normal
2402,5.343,4.884,normal
2403,4.904,5.111,normal
2404,5.568,4.637,normal
2405,5.324,5.152,normal
2406,4.884,5.409,normal
2407,5.107,5.356,normal
2408,4.738,5.059,normal
2409,5.057,4.896,normal
2410,5.1,4.786,normal
2411,4.769,4.798,normal
2412,5.114,5.027,normal
2413,4.876,5.068,normal
2414,4.795,5.158,normal
2415,4.941,4.895,normal
2416,5.311,4.907,normal
2417,4.909,4.591,normal
2418,5.182,4.807,normal
2419,4.928,4.797,normal
2420,5.091,5.016,normal
2421,5.033,5.009,normal
2422,5.519,4.684,normal
2423,4.53,5.215,normal
2424,4.483,4.503,normal
2425,4.836,4.846,normal
2426,5.504,5.102,normal
2427,5.439,4.527,normal
2428,4.836,4.267,normal
2429,5.529,4.969,normal
2430,4.702,5.231,normal
2431,5.36,5.126,normal
2432,4.415,4.73,normal
2433,4.802,5.091,normal
2434,4.918,5.178,normal
2435,5.315,5.341,normal
2436,4.785,4.887,normal
2437,4.783,4.442,normal
2438,5.005,4.503,normal
2439,4.811,5.188,normal
2440,5.199,5.058,normal
2441,4.728,4.626,normal
2442,5.52,4.778,normal
2443,5.338,4.87,normal
2444,5.399,5.106,normal
2445,5.591,5.217,normal
2446,5.068,4.723,normal
2447,5.332,4.798,normal
2448,4.738,5.085,normal
2449,5.154,5.013,normal
2450,5.601,5.149,normal
2451,5.382,4.934,normal
2452,4.807,5.168,normal
2453,4.513,4.716,normal
2454,5.429,5.217,normal
2455,5.103,4.928,normal
2456,4.95,4.609,normal
2457,5.682,5.163,normal
2458,5.048,5.108,normal
2459,5.07,4.76,normal
2460,4.654,5.241,normal
2461,4.243,4.747,normal
2462,5.118,4.727,normal
2463,4.927,5.732,normal
2464,5.417,5.478,normal
2465,5.44,5.274,normal
2466,4.928,5.124,normal
2467,4.902,4.919,normal
2468,4.995,4.732,normal
2469,4.92,4.684,normal
2470,4.991,4.951,normal
2471,5.089,4.673,normal
2472,5.387,4.677,normal
2473,4.409,4.947,normal
2474,4.89,4.884,normal
2475,4.727,4.827,normal
2476,5.015,5.138,normal
2477,4.966,4.828,normal
2478,4.942,5.29,normal
2479,5.19,4.788,normal
2480,4.75,5.234,normal
2481,5.381,4.687,normal
2482,4.934,4.983,normal
2483,4.88,4.822,normal
2484,4.553,4.53,normal
2485,5.12,5.061,normal
2486,4.81,4.583,normal
2487,4.601,4.685,normal
2488,5.091,4.964,normal
2489,4.918,4.685,normal
2490,5.175,4.836,normal
2491,4.743,5.32,normal
2492,4.956,5.274,normal
2493,5.634,5.334,normal
2494,4.878,4.838,normal
2495,4.903,4.531,normal
2496,5.117,5.462,normal
2497,4.789,5.086,normal
2498,4.854,5.057,normal
2499,5.215,5.263,normal
2500,4.691,5.089,normal
2501,5.473,4.837,normal
2502,5.341,4.923,normal
2503,5.078,4.931,normal
2504,4.934,4.66,normal
2505,5.004,4.558,normal
2506,5.032,5.028,normal
2507,5.011,4.804,normal
2508,5.339,4.687,normal
2509,4.719,4.799,normal
2510,4.751,4.899,normal
2511,4.876,4.969,normal
2512,4.834,5.165,normal
2513,4.645,4.907,normal
2514,5.18,5.327,normal
2515,4.973,5.255,normal
2516,5.023,5.418,normal
2517,4.862,5.186,normal
2518,4.893,5.402,normal
2519,4.979,5.378,normal
2520,5.077,5.609,normal
2521,5.032,5.252,normal
2522,5.27,5.208,normal
2523,5.078,5.051,normal
2524,5.057,4.979,normal
2525,4.834,5.15,normal
2526,4.751,4.717,normal
2527,5.39,4.781,normal
2528,4.846,5.176,normal
2529,5.157,4.833,normal
2530,5.058,5.038,normal
2531,4.945,5.408,normal
2532,4.657,5.129,normal
2533,4.836,5.038,normal
2534,5.132,4.651,normal
2535,5.41,4.632,normal
2536,4.822,5.148,normal
2537,4.506,4.651,normal
2538,4.902,4.329,normal
2539,5.296,5.779,normal
2540,5.31,4.887,normal
2541,5.114,5.304,normal
2542,4.615,5.792,normal
2543,4.725,5.5,normal
2544,5.51,5.315,normal
2545,4.902,5.024,normal
2546,5.039,4.967,normal
2547,5.185,4.772,normal
2548,5.014,4.849,normal
2549,4.813,5.388,normal
2550,4.968,5.129,normal
2551,5.011,4.428,normal
2552,4.96,4.935,normal
2553,5.324,4.983,normal
2554,5.514,5.022,normal
2555,5.508,5.238,normal
2556,4.752,5.137,normal
2557,4.699,4.73,normal
2558,4.575,5.376,normal
2559,5.016,4.943,normal
2560,4.855,5.047,normal
2561,5.069,4.659,normal
2562,5.147,5.188,normal
2563,5.423,5.09,normal
2564,4.835,5.091,normal
2565,4.928,5.681,normal
2566,5.232,4.684,normal
2567,4.937,5.016,normal
2568,5.273,4.968,normal
2569,5.524,5.452,normal
2570,4.714,4.747,normal
2571,4.722,5.325,normal
2572,4.9,4.505,normal
2573,5.053,4.496,normal
2574,5.55,4.779,normal
2575,5.126,5.316,normal
2576,4.686,4.605,normal
2577,4.886,5.005,normal
2578,5.347,4.875,normal
2579,4.717,5.368,normal
2580,4.915,5.167,normal
2581,4.973,5.209,normal
2582,5.668,5.179,normal
2583,4.752,4.716,normal
2584,4.926,5.012,normal
2585,5.293,5.387,normal
2586,5.173,4.921,normal
2587,4.996,5.079,normal
2588,4.981,5.022,normal
2589,5.008,4.676,normal
2590,4.904,4.905,normal
2591,4.976,4.987,normal
2592,5.185,5.409,normal
2593,4.856,4.854,normal
2594,5.63,4.986,normal
2595,5.374,4.745,normal
2596,4.736,5.73,normal
2597,4.377,4.518,normal
2598,4.678,4.862,normal
2599,4.814,4.858,normal
2600,4.881,4.991,normal
2601,5.194,4.72,normal
2602,5.299,5.379,normal
2603,4.891,4.88,normal
2604,4.914,5.041,normal
2605,5.494,4.954,normal
2606,5.056,4.781,normal
2607,4.775,4.859,normal
2608,5.587,5.085,normal
2609,4.593,4.834,normal
2610,5.123,5.504,normal
2611,5.117,4.738,normal
2612,5.511,5.177,normal
2613,4.99,5.154,normal
2614,4.334,5.38,normal
2615,5.107,5.081,normal
2616,5.105,4.37,normal
2617,5.193,4.882,normal
2618,4.909,5.231,normal
2619,5.137,4.986,normal
2620,4.661,4.911,normal
2621,4.856,4.904,normal
2622,5.125,4.821,normal
2623,4.543,4.925,normal
2624,5.172,5.019,normal
2625,4.991,4.741,normal
2626,4.75,4.893,normal
2627,5.254,4.078,normal
2628,4.775,4.988,normal
2629,5.201,4.728,normal
2630,5.054,4.779,normal
2631,5.157,5.445,normal
2632,4.703,5.224,normal
2633,5.319,4.846,normal
2634,5.233,5.057,normal
2635,4.843,5.157,normal
2636,4.725,4.783,normal
2637,4.624,4.773,normal
2638,4.811,4.883,normal
2639,4.751,4.659,normal
2640,5.272,5.633,normal
2641,4.465,5.41,normal
2642,4.926,5.148,normal
2643,5.224,4.282,normal
2644,4.935,5.354,normal
2645,5.16,5.501,normal
2646,5.402,4.851,normal
2647,4.623,4.936,normal
2648,4.942,5.305,normal
2649,5.051,4.312,normal
2650,5.008,5.186,normal
2651,4.794,4.949,normal
2652,4.263,5.862,normal
2653,5.258,5.38,normal
2654,5.258,5.155,normal
2655,4.888,5.124,normal
2656,5.281,4.496,normal
2657,5.22,4.569,normal
2658,5.226,4.712,normal
2659,4.579,4.435,normal
2660,5.534,4.866,normal
2661,5.189,5.746,normal
2662,4.835,4.624,normal
2663,5.017,5.259,normal
2664,4.827,5.411,normal
2665,4.712,5.257,normal
2666,5.066,4.714,normal
2667,5.093,5.532,normal
2668,5.096,5.289,normal
2669,5.116,5.013,normal
2670,4.959,5.561,normal
2671,5.57,4.997,normal
2672,4.964,5.434,normal
2673,5.076,5.318,normal
2674,4.246,4.804,normal
2675,4.788,4.946,normal
2676,4.715,4.766,normal
2677,4.99,5.422,normal
2678,4.911,4.746,normal
2679,4.954,5.106,normal
2680,5.099,5.454,normal
2681,4.985,4.85,normal
2682,5.644,5.53,normal
2683,4.802,5.312,normal
2684,4.462,4.957,normal
2685,4.935,4.516,normal
2686,5.689,5.207,normal
2687,5.427,4.903,normal
2688,4.536,5.408,normal
2689,4.832,4.194,normal
2690,4.818,5.134,normal
2691,5.133,5.374,normal
2692,4.734,5.139,normal
2693,5.091,5.084,normal
2694,4.75,5.332,normal
2695,5.038,5.407,normal
2696,4.916,5.038,normal
2697,5.131,5.326,normal
2698,5.047,4.955,normal
2699,5.667,4.653,normal
2700,4.999,5.24,normal
2701,5.255,5.277,normal
2702,5.029,4.868,normal
2703,4.94,5.453,normal
2704,4.748,5.046,normal
2705,5.239,4.923,normal
2706,5.25,5.519,normal
2707,5.428,4.52,normal
2708,5.123,5.071,normal
2709,4.902,5.155,normal
2710,5.386,5.292,normal
2711,5.026,5.152,normal
2712,5.248,4.87,normal
2713,5.105,4.976,normal
2714,5.029,5.003,normal
2715,5.163,4.656,normal
2716,5.182,4.951,normal
2717,4.972,5.086,normal
2718,5.09,5.292,normal
2719,5.174,5.098,normal
2720,5.475,4.692,normal
2721,4.754,4.843,normal
2722,5.379,5.025,normal
2723,4.556,4.93,normal
2724,5.359,5.467,normal
2725,5.114,4.682,normal
2726,4.937,5.366,normal
2727,3.902,4.877,normal
2728,5.268,4.691,normal
2729,4.71,5.305,normal
2730,5.457,4.896,normal
2731,5.013,4.835,normal
2732,5.334,4.669,normal
2733,5.015,4.873,normal
2734,4.835,4.85,normal
2735,5.429,5.19,normal
2736,4.774,5.132,normal
2737,5.3,4.662,normal
2738,5.054,4.779,normal
2739,5.134,5.188,normal
2740,5.173,4.816,normal
2741,5.535,4.981,normal
2742,4.901,5.752,normal
2743,4.732,4.95,normal
2744,4.773,5.001,normal
2745,4.707,4.628,normal
2746,5.252,4.609,normal
2747,5.021,4.749,normal
2748,5.564,5.036,normal
2749,5.265,4.351,normal
2750,5.02,4.9,normal
2751,4.942,5.19,normal
2752,4.96,5.026,normal
2753,5.085,4.595,normal
2754,4.843,5.073,normal
2755,5.22,5.19,normal
2756,4.772,5.142,normal
2757,5.098,4.944,normal
2758,4.785,4.861,normal
2759,4.636,5.132,normal
2760,5.17,5.019,normal
2761,4.92,4.733,normal
2762,5.358,5.231,normal
2763,4.986,4.946,normal
2764,5.357,5.229,normal
2765,4.715,4.769,normal
2766,5.336,5.6,normal
2767,4.966,4.885,normal
2768,5.147,5.055,normal
2769,4.752,4.809,normal
2770,5.093,4.826,normal
2771,4.829,5.21,normal
2772,4.87,5.505,normal
2773,4.856,5.079,normal
2774,5.441,5.327,normal
2775,4.836,4.952,normal
2776,5.208,4.913,normal
2777,4.902,5.222,normal
2778,5.173,4.586,normal
2779,4.702,5.045,normal
2780,4.776,5.05,normal
2781,4.898,5.052,normal
2782,5.185,5.785,normal
2783,4.887,5.454,normal
2784,5.785,4.883,normal
2785,5.339,5.651,normal
2786,4.975,4.916,normal
2787,4.757,4.56,normal
2788,5.16,4.597,normal
2789,4.722,4.804,normal
2790,4.925,5.135,normal
2791,5.027,5.836,normal
2792,4.79,4.932,normal
2793,5.377,5.502,normal
2794,5.095,4.998,normal
2795,4.731,5.47,normal
2796,4.965,4.832,normal
2797,5.03,4.657,normal
2798,4.924,4.352,normal
2799,5.101,4.65,normal
2800,5.085,5.892,normal
2801,5.063,4.658,normal
2802,4.806,5.762,normal
2803,4.73,5.264,normal
2804,5.11,4.939,normal
2805,5.757,4.344,normal
2806,5.162,5.096,normal
2807,5.102,5.101,normal
2808,4.632,5.424,normal
2809,5.54,5.301,normal
2810,5.335,5.353,normal
2811,5.301,5.011,normal
2812,4.735,4.943,normal
2813,4.645,4.819,normal
2814,5.226,4.79,normal
2815,4.808,4.888,normal
2816,5.003,5.454,normal
2817,5.248,4.949,normal
2818,5.319,4.917,normal
2819,5.12,5.49,normal
2820,4.608,5.18,normal
2821,5.071,4.71,normal
2822,4.323,4.625,normal
2823,4.787,5.359,normal
2824,5.103,4.329,normal
2825,5.173,5.129,normal
2826,4.849,5.166,normal
2827,4.793,5.039,normal
2828,4.909,5.0,normal
2829,4.913,4.7,normal
2830,4.756,4.665,normal
2831,4.518,5.603,normal
2832,5.064,5.375,normal
2833,5.156,4.702,normal
2834,5.128,5.067,normal
2835,5.395,4.978,normal
2836,5.077,4.753,normal
2837,5.2,4.607,normal
2838,4.796,4.729,normal
2839,5.093,4.768,normal
2840,4.73,4.449,normal
2841,5.151,5.052,normal
2842,4.756,4.515,normal
2843,4.815,5.241,normal
2844,5.162,5.678,normal
2845,4.955,4.651,normal
2846,5.417,5.179,normal
2847,5.444,5.511,normal
2848,4.962,4.436,normal
2849,4.819,5.131,normal
2850,5.107,5.313,normal
2851,5.172,4.883,normal
2852,5.128,4.661,normal
2853,5.908,4.857,normal
2854,5.416,5.145,normal
2855,4.929,5.002,normal
2856,4.876,4.474,normal
2857,4.769,4.754,normal
2858,4.706,4.89,normal
2859,5.091,4.989,normal
2860,5.509,5.026,normal
2861,5.147,4.908,normal
2862,5.108,4.453,normal
2863,5.921,5.107,normal
2864,4.913,4.987,normal
2865,4.785,4.851,normal
2866,4.947,4.92,normal
2867,5.246,4.462,normal
2868,4.682,4.708,normal
2869,5.353,5.007,normal
2870,5.243,4.04,normal
2871,5.088,4.806,normal
2872,5.42,4.624,normal
2873,5.125,4.741,normal
2874,4.912,4.908,normal
2875,5.24,5.057,normal
2876,5.428,4.675,normal
2877,4.661,5.377,normal
2878,4.717,4.977,normal
2879,4.905,4.673,normal
2880,5.213,5.107,normal
2881,5.105,5.341,normal
2882,5.245,4.73,normal
2883,5.092,4.963,normal
2884,5.216,4.721,normal
2885,5.213,5.011,normal
2886,4.902,4.612,normal
2887,4.743,5.331,normal
2888,4.561,5.075,normal
2889,4.595,5.477,normal
2890,5.245,5.112,normal
2891,4.902,4.816,normal
2892,5.728,5.089,normal
2893,5.498,4.976,normal
2894,5.396,4.864,normal
2895,4.539,4.986,normal
2896,4.817,5.454,normal
2897,5.291,4.705,normal
2898,5.628,4.8,normal
2899,4.898,4.507,normal
2900,5.31,4.847,normal
2901,5.178,4.673,normal
2902,4.984,4.88,normal
2903,4.986,5.053,normal
2904,4.933,5.178,normal
2905,4.806,5.043,normal
2906,4.768,4.89,normal
2907,5.365,5.055,normal
2908,4.665,4.786,normal
2909,4.853,4.891,normal
2910,4.744,4.652,normal
2911,4.972,4.817,normal
2912,5.396,5.193,normal
2913,5.198,4.402,normal
2914,4.951,4.828,normal
2915,5.351,4.839,normal
2916,4.617,4.74,normal
2917,5.407,4.559,normal
2918,4.913,5.151,normal
2919,4.212,4.893,normal
2920,5.231,5.203,normal
2921,5.182,5.263,normal
2922,5.239,5.15,normal
2923,5.097,4.368,normal
2924,4.811,4.882,normal
2925,4.815,5.143,normal
2926,4.942,5.327,normal
2927,5.531,5.054,normal
2928,5.074,5.419,normal
2929,5.299,4.563,normal
2930,5.001,5.558,normal
2931,4.449,5.224,normal
2932,4.958,4.736,normal
2933,4.645,5.633,normal
2934,4.856,5.363,normal
2935,5.12,4.417,normal
2936,5.097,4.849,normal
2937,4.937,4.674,normal
2938,5.045,4.973,normal
2939,4.677,5.177,normal
2940,4.934,5.295,normal
2941,5.024,4.616,normal
2942,5.027,5.104,normal
2943,5.469,5.06,normal
2944,5.009,4.932,normal
2945,4.284,4.885,normal
2946,5.315,5.288,normal
2947,4.789,5.217,normal
2948,4.941,5.45,normal
2949,4.633,4.997,normal
2950,5.011,5.279,normal
2951,4.649,5.265,normal
2952,4.717,4.823,normal
2953,4.798,5.119,normal
2954,5.461,5.138,normal
2955,5.185,5.124,normal
2956,5.105,4.952,normal
2957,5.657,5.144,normal
2958,5.191,5.352,normal
2959,5.074,4.71,normal
2960,5.096,4.407,normal
2961,4.551,4.947,normal
2962,4.342,5.484,normal
2963,4.585,5.205,normal
2964,5.221,4.979,normal
2965,5.037,4.48,normal
2966,4.985,5.29,normal
2967,4.638,5.489,normal
2968,4.763,5.082,normal
2969,4.872,4.59,normal
2970,4.792,5.04,normal
2971,5.464,5.274,normal
2972,5.142,5.472,normal
2973,4.627,5.227,normal
2974,5.251,4.839,normal
2975,4.993,5.328,normal
2976,5.368,5.132,normal
2977,4.877,4.651,normal
2978,5.078,4.668,normal
2979,5.365,5.15,normal
2980,5.443,4.914,normal
2981,5.076,5.567,normal
2982,5.474,5.27,normal
2983,4.955,4.785,normal
2984,5.176,4.941,normal
2985,5.048,5.617,normal
2986,4.971,4.947,normal
2987,4.903,4.804,normal
2988,5.368,4.422,normal
2989,5.424,5.349,normal
2990,4.915,4.658,normal
2991,5.05,4.704,normal
2992,4.73,4.698,normal
2993,5.216,4.534,normal
2994,5.522,4.58,normal
2995,4.817,4.654,normal
2996,4.673,5.251,normal
2997,4.801,5.32,normal
2998,4.984,4.826,normal
2999,4.786,4.749,normal
3000,4.603,4.641,normal
3001,5.875,4.294,normal
3002,5.068,4.808,normal
3003,4.908,5.041,normal
3004,5.664,4.768,normal
3005,4.44,4.714,normal
3006,5.096,4.932,normal
3007,5.099,5.589,normal
3008,4.908,5.041,normal
3009,4.459,5.009,normal
3010,4.668,5.265,normal
3011,5.127,4.389,normal
3012,4.868,5.322,normal
3013,5.031,5.1,normal
3014,4.803,5.223,normal
3015,5.17,5.438,normal
3016,4.705,5.366,normal
3017,4.77,4.931,normal
3018,5.391,4.54,normal
3019,5.077,4.816,normal
3020,5.024,4.23,normal
3021,5.001,4.497,normal
3022,5.008,5.389,normal
3023,4.864,5.056,normal
3024,4.643,5.322,normal
3025,4.197,5.082,normal
3026,4.949,5.003,normal
3027,4.899,4.872,normal
3028,5.037,5.217,normal
3029,5.357,4.753,normal
3030,5.495,5.189,normal
3031,4.931,4.996,normal
3032,5.242,5.071,normal
3033,4.702,5.099,normal
3034,4.986,4.908,normal
3035,5.192,5.164,normal
3036,5.133,5.076,normal
3037,4.653,4.897,normal
3038,4.687,5.092,normal
3039,5.03,4.914,normal
3040,5.41,5.049,normal
3041,5.007,5.076,normal
3042,5.338,5.019,normal
3043,5.726,4.723,normal
3044,5.143,5.371,normal
3045,5.082,5.002,normal
3046,5.165,4.907,normal
3047,4.7,4.797,normal
3048,5.345,4.752,normal
3049,5.241,5.193,normal
3050,4.899,4.721,normal
3051,5.068,5.002,normal
3052,4.1,4.956,normal
3053,5.236,5.354,normal
3054,5.021,5.144,normal
3055,4.885,5.48,normal
3056,5.457,5.098,normal
3057,5.674,5.614,normal
3058,5.104,4.773,normal
3059,4.91,4.726,normal
3060,4.929,4.895,normal
3061,5.353,5.142,normal
3062,4.888,5.311,normal
3063,5.157,5.162,normal
3064,4.98,4.868,normal
3065,4.977,4.887,normal
3066,4.832,5.357,normal
3067,4.73,5.487,normal
3068,4.485,4.827,normal
3069,5.084,4.859,normal
3070,5.03,4.557,normal
3071,4.859,5.255,normal
3072,4.861,4.966,normal
3073,4.625,5.234,normal
3074,5.243,4.887,normal
3075,5.512,4.923,normal
3076,5.514,4.673,normal
3077,5.403,4.537,normal
3078,5.156,4.942,normal
3079,5.29,5.278,normal
3080,4.495,5.191,normal
3081,5.292,5.207,normal
3082,5.222,5.209,normal
3083,5.455,4.85,normal
3084,5.029,5.062,normal
3085,5.144,4.777,normal
3086,5.255,4.904,normal
3087,4.664,5.495,normal
3088,4.817,5.056,normal
3089,5.137,4.892,normal
3090,4.864,4.942,normal
3091,5.083,4.881,normal
3092,4.932,5.547,normal
3093,5.48,5.061,normal
3094,5.201,4.985,normal
3095,5.473,5.088,normal
3096,4.672,4.54,normal
3097,5.133,5.077,normal
3098,5.423,4.689,normal
3099,4.999,4.711,normal
3100,5.019,4.782,normal
3101,5.112,5.029,normal
3102,4.839,4.94,normal
3103,5.139,5.068,normal
3104,4.697,5.379,normal
3105,4.873,4.866,normal
3106,5.375,4.938,normal
3107,5.15,5.099,normal
3108,4.892,5.49,normal
3109,4.393,4.774,normal
3110,4.7,5.131,normal
3111,5.223,5.222,normal
3112,4.88,5.384,normal
3113,5.165,5.053,normal
3114,4.648,5.355,normal
3115,5.114,5.076,normal
3116,4.93,4.532,normal
3117,5.166,5.036,normal
3118,4.981,5.197,normal
3119,4.564,5.091,normal
3120,4.82,4.952,normal
3121,5.13,5.084,normal
3122,5.038,4.705,normal
3123,4.881,5.288,normal
3124,4.983,5.177,normal
3125,5.244,5.255,normal
3126,5.084,5.315,normal
3127,5.261,5.301,normal
3128,4.838,4.849,normal
3129,5.104,5.392,normal
3130,4.756,5.461,normal
3131,5.285,5.777,normal
3132,5.266,5.011,normal
3133,4.938,4.886,normal
3134,4.885,4.309,normal
3135,5.112,5.028,normal
3136,5.109,5.353,normal
3137,4.988,4.498,normal
3138,5.061,5.06,normal
3139,4.707,4.901,normal
3140,4.656,5.007,normal
3141,4.395,5.451,normal
3142,5.317,5.086,normal
3143,5.008,4.327,normal
3144,5.072,4.594,normal
3145,4.877,4.665,normal
3146,4.877,4.726,normal
3147,5.097,5.051,normal
3148,4.552,4.427,normal
3149,5.092,5.267,normal
3150,4.718,4.817,normal
3151,4.661,4.723,normal
3152,4.865,4.743,normal
